id,channel,text,label
72,sms,Finished class where are you.,legit
73,sms,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,legit
74,sms,K..k:)where are you?how did you performed?,legit
75,sms,U can call me now...,legit
76,sms,I am waiting machan. Call me once you free.,legit
77,sms,Thats cool. i am a gentleman and will treat you with dignity and respect.,legit
78,sms,I like you peoples very much:) but am very shy pa.,legit
79,sms,Does not operate after  &lt;#&gt;  or what,legit
80,sms,Its not the same here. Still looking for a job. How much do Ta's earn there.,legit
81,sms,"Sorry, I'll call later",legit
82,sms,K. Did you call me just now ah? ,legit
83,sms,Ok i am on the way to home hi hi,legit
84,sms,You will be in the place of that man,legit
85,sms,Yup next stop.,legit
86,sms,"I call you later, don't have network. If urgnt, sms me.",legit
87,sms,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,legit
88,sms,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,legit
89,sms,I'm really not up to it still tonight babe,legit
90,sms,"Ela kano.,il download, come wen ur free..",legit
91,sms,Yeah do! DonÛ÷t stand to close tho- youÛ÷ll catch something!,legit
92,sms,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,legit
93,sms,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,legit
94,sms,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,scam
95,sms,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,legit
96,sms,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",scam
97,sms,Watching telugu movie..wat abt u?,legit
98,sms,i see. When we finish we have loads of loans to pay,legit
99,sms,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""ham""",legit
100,sms,Please don't text me anymore. I have nothing else to say.,legit
101,sms,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,legit
102,sms,I'm still looking for a car to buy. And have not gone 4the driving test yet.,legit
103,sms,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,legit
104,sms,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",legit
105,sms,Umma my life and vava umma love you lot dear,legit
106,sms,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,legit
107,sms,"Aight, I'll hit you up when I get some cash",legit
108,sms,How would my ip address test that considering my computer isn't a minecraft server,legit
109,sms,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,legit
110,sms,Dont worry. I guess he's busy.,legit
111,sms,What is the plural of the noun research?,legit
112,sms,Going for dinner.msg you after.,legit
113,sms,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,legit
114,sms,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,scam
115,sms,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",legit
116,sms,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",legit
117,sms,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,scam
118,sms,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,legit
119,sms,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,legit
120,sms,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,scam
121,sms,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",scam
122,sms,here is my new address -apples&pairs&all that malarky,legit
123,sms,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,scam
124,sms,I am going to sao mu today. Will be done only at 12 ,legit
125,sms,ÌÏ predict wat time Ì_'ll finish buying?,legit
126,sms,"Good stuff, will do.",legit
127,sms,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",legit
128,sms,Are you there in room.,legit
129,sms,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,legit
130,sms,K..k:)how much does it cost?,legit
131,sms,I'm home.,legit
132,sms,"Dear, will call Tmorrow.pls accomodate.",legit
133,sms,First answer my question.,legit
134,sms,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,scam
135,sms,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,scam
136,sms,I only haf msn. It's yijue@hotmail.com,legit
137,sms,He is there. You call and meet him,legit
138,sms,No no. I will check all rooms befor activities,legit
139,sms,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,scam
140,sms,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,legit
141,sms,"K, text me when you're on the way",legit
142,sms,"Sir, Waiting for your mail.",legit
143,sms,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""",legit
144,sms,I know you are. Can you pls open the back?,legit
145,sms,Yes see ya not on the dot,legit
146,sms,Whats the staff name who is taking class for us?,legit
147,sms,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",scam
148,sms,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,legit
149,sms,K..i deleted my contact that why?,legit
150,sms,Sindu got job in birla soft ..,legit
151,sms,The wine is flowing and i'm i have nevering..,legit
152,sms,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,legit
153,sms,Ok... Ur typical reply...,legit
154,sms,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,legit
155,sms,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",legit
156,sms,Aaooooright are you at work?,legit
157,sms,I'm leaving my house now...,legit
158,sms,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",legit
159,sms,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,scam
160,sms,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,scam
161,sms,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,legit
162,sms,New car and house for my parents.:)i have only new job in hand:),legit
163,sms,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,legit
164,sms,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,scam
165,sms,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",scam
166,sms,I place all ur points on e cultures module already.,legit
167,sms,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,scam
168,sms,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",legit
169,sms,Great escape. I fancy the bridge but needs her lager. See you tomo ,legit
170,sms,Yes :)it completely in out of form:)clark also utter waste.,legit
171,sms,"Sir, I need AXIS BANK account no and bank address.",legit
172,sms,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",legit
173,sms,What time you coming down later? ,legit
174,sms,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",legit
175,sms,"Well, i'm gonna finish my bath now. Have a good...fine night.",legit
176,sms,Let me know when you've got the money so carlos can make the call,legit
177,sms,U still going to the mall?,legit
178,sms,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",legit
179,sms,Text her. If she doesnt reply let me know so i can have her log in,legit
180,sms,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,legit
181,sms,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,legit
182,sms,Lol no. U can trust me.,legit
183,sms,ok. I am a gentleman and will treat you with dignity and respect.,legit
184,sms,"He will, you guys close?",legit
185,sms,Going on nothing great.bye,legit
186,sms,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,legit
187,sms,"Haha awesome, be there in a minute",legit
188,sms,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,scam
189,sms,Have you got Xmas radio times. If not i will get it now,legit
190,sms,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,legit
191,sms,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,scam
192,sms,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,legit
193,sms,Hi :)finally i completed the course:),legit
194,sms,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,legit
195,sms,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,legit
196,sms,Gud mrng dear hav a nice day,legit
197,sms,Did u got that persons story,legit
198,sms,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,legit
199,sms,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,legit
200,sms,"Found it, ENC  &lt;#&gt; , where you at?",legit
201,sms,I sent you  &lt;#&gt;  bucks,legit
202,sms,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,legit
203,sms,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,legit
204,sms,Goodmorning sleeping ga.,legit
205,sms,U call me alter at 11 ok.,legit
206,sms,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...,legit
207,sms,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",legit
208,sms,"Aight yo, dats straight dogg",legit
209,sms,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,legit
210,sms,Both :) i shoot big loads so get ready!,legit
211,sms,"What's up bruv, hope you had a great break. Do have a rewarding semester.",legit
212,sms,Home so we can always chat,legit
213,sms,K:)k:)good:)study well.,legit
214,sms,Yup... How Ì_ noe leh...,legit
215,sms,Sounds great! Are you home now?,legit
216,sms,Finally the match heading towards draw as your prediction.,legit
217,sms,Tired. I haven't slept well the past few nights.,legit
218,sms,Easy ah?sen got selected means its good..,legit
219,sms,I have to take exam with march 3,legit
220,sms,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,legit
221,sms,Ok no prob. Take ur time.,legit
222,sms,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,legit
223,sms,"Sorry, I'll call later",legit
224,sms,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,legit
225,sms,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",scam
226,sms,Would really appreciate if you call me. Just need someone to talk to.,legit
227,sms,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",scam
228,sms,Hey company elama po mudyadhu.,legit
229,sms,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",legit
230,sms,Dear good morning now only i am up,legit
231,sms,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,legit
232,sms,Dear we are going to our rubber place,legit
233,sms,"Sorry battery died, yeah I'm here",legit
234,sms,Yes:)here tv is always available in work place..,legit
235,sms,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,scam
236,sms,I have printed it oh. So  &lt;#&gt;  come upstairs,legit
237,sms,Or ill be a little closer like at the bus stop on the same street,legit
238,sms,Where are you?when wil you reach here?,legit
239,sms,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",legit
240,sms,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,scam
241,sms,Tomarrow final hearing on my laptop case so i cant.,legit
242,sms,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,legit
243,sms,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",legit
244,sms,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",legit
245,sms,U don't remember that old commercial?,legit
246,sms,Too late. I said i have the website. I didn't i have or dont have the slippers,legit
247,sms,I asked you to call him now ok,legit
248,sms,Kallis wont bat in 2nd innings.,legit
249,sms,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,legit
250,sms,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,scam
251,sms,Ranjith cal drpd Deeraj and deepak 5min hold,legit
252,sms,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",legit
253,sms,What you doing?how are you?,legit
254,sms,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",legit
255,sms,"I'm back, lemme know when you're ready",legit
256,sms,Don't necessarily expect it to be done before you get back though because I'm just now headin out,legit
257,sms,Mmm so yummy babe ... Nice jolt to the suzy,legit
258,sms,Where are you lover ? I need you ...,legit
259,sms,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,scam
260,sms,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,legit
261,sms,Yup,legit
262,sms,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,legit
263,sms,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,legit
264,sms,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,scam
265,sms,Why you Dint come with us.,legit
266,sms,Same. Wana plan a trip sometme then,legit
267,sms,"Not sure yet, still trying to get a hold of him",legit
268,sms,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,scam
269,sms,The evo. I just had to download flash. Jealous?,legit
270,sms,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,scam
271,sms,"Come to mu, we're sorting out our narcotics situation",legit
272,sms,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",legit
273,sms,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,scam
274,sms,"Usf I guess, might as well take 1 car",legit
275,sms,No objection. My bf not coming.,legit
276,sms,Thanx...,legit
277,sms,Tell rob to mack his gf in the theater,legit
278,sms,"Awesome, I'll see you in a bit",legit
279,sms,Just sent it. So what type of food do you like?,legit
280,sms,All done? All handed in? Celebrations in full swing yet?,legit
281,sms,You got called a tool?,legit
282,sms,\Wen u miss someone,legit
283,sms,Ok. I asked for money how far,legit
284,sms,Okie...,legit
285,sms,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",legit
286,sms,"K, I might come by tonight then if my class lets out early",legit
287,sms,Ok..,legit
288,sms,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,legit
289,sms,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",legit
290,sms,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",legit
291,sms,Hey you told your name to gautham ah?,legit
292,sms,Haf u found him? I feel so stupid da v cam was working.,legit
293,sms,Oops. 4 got that bit.,legit
294,sms,Are you this much buzy,legit
295,sms,I accidentally deleted the message. Resend please.,legit
296,sms,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,scam
297,sms,Unless it's a situation where YOU GO GURL would be more appropriate,legit
298,sms,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,legit
299,sms,I cant pick the phone right now. Pls send a message,legit
300,sms,Need a coffee run tomo?Can't believe it's that time of week already,legit
301,sms,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",legit
302,sms,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",legit
303,sms,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,legit
304,sms,He is a womdarfull actor,legit
305,sms,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",scam
306,sms,Yup... From what i remb... I think should be can book... ,legit
307,sms,Jos ask if u wana meet up?,legit
308,sms,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,legit
309,sms,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",scam
310,sms,Where are the garage keys? They aren't on the bookshelf,legit
311,sms,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,legit
312,sms,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",scam
313,sms,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,legit
314,sms,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",legit
315,sms,You made my day. Do have a great day too.,legit
316,sms,K.k:)advance happy pongal.,legit
317,sms,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",legit
318,sms,"Not really dude, have no friends i'm afraid :(",legit
319,sms,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,scam
320,sms,"Coffee cake, i guess...",legit
321,sms,"Merry Christmas to you too babe, i love ya *kisses*",legit
322,sms,Hey... Why dont we just go watch x men and have lunch... Haha ,legit
323,sms,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,legit
324,sms,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,legit
325,sms,No problem. How are you doing?,legit
326,sms,No calls..messages..missed calls,legit
327,sms,Hi da:)how is the todays class?,legit
328,sms,"I'd say that's a good sign but, well, you know my track record at reading women",legit
329,sms,"Cool, text me when you're parked",legit
330,sms,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,legit
331,sms,K.k:)apo k.good movie.,legit
332,sms,Maybe i could get book out tomo then return it immediately ..? Or something.,legit
